id,price,neighbourhood_cleansed,room_type,bedrooms,bathrooms,accommodates,amenities,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,longitude,latitude,name,description,sentiment_score
1231025977064632404,735.0,Hässelby-Vällingby,Entire home/apt,1.0,1.0,4,"[""Washer"", ""Outdoor dining area"", ""Dedicated workspace"", ""Kitchen"", ""Beach access \u2013 Beachfront"", ""Fire pit"", ""Free parking on premises""]",1,365,0,,17.835959560488114,59.37583860430605,Stockholm,Bring your family to stay and have a fantastic time together.,
1007546350401623841,334.0,Skärholmens,Private room,4.0,1.5,2,"[""Washer"", ""TV"", ""Kitchen"", ""Wifi"", ""Lock on bedroom door""]",1,365,0,,17.9009799,59.2786687,Uthyres ett rum och kök,"The apartment is close to city center, close to nature.. very quiet area <br /><br />Furnished, the kitchen is equipped and is available in the bath room<br />Seeking caring person with stable finances",
1578027,229.0,Hägersten-Liljeholmens,Private room,1.0,1.5,1,"[""Washer"", ""Hair dryer"", ""Hangers"", ""Lake access"", ""Host greets you"", ""Wifi"", ""Iron"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Smoke alarm"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Cooking basics"", ""Bed linens"", ""Dedicated workspace"", ""Refrigerator"", ""Microwave"", ""Coffee maker""]",30,1125,17,4.65,17.97684,59.30522,1/4-Student/Int-ship-room 15 min to Stockholm City,Here you will find between 3-4 international University or internship students here. 15 min by subway goes every 5 min to City and Central 2 min walk to the station.<br />500 mb/s download prof Wifi Tri-band access points x2 no problem watching Netflix or video call. We share the bathroom and kitchen and a extra toilet. Include Bedsheets towel fully kitchen.  Close to lake Mälaren with barbecue places and with nice green areas where you can walk or run along the lake or bicycle around or into town.,1.0
36925358,1529.0,Södermalms,Private room,1.0,1.5,2,"[""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Long term stays allowed"", ""Barbecue utensils"", ""Wifi"", ""Clothing storage: dresser"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Freezer"", ""Coffee"", ""Smoking allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Hot water"", ""Room-darkening shades"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Extra pillows and blankets"", ""Baking sheet"", ""Oven"", ""Toaster"", ""Blender"", ""Dedicated workspace"", ""Portable fans"", ""Refrigerator"", ""Microwave"", ""Laundromat nearby"", ""Shower gel"", ""Backyard"", ""Coffee maker""]",2,10,177,4.77,18.07976,59.31151,"A room in the middle of Södermalm, SOFO, Stockholm","The bedroom you rent has a comfortable bed.<br />you are off course welcome to use the kitchen, toilet and the shower room. <br /><br />My home is in an old building in the heart of Södermalm (Sofo) <br />The flat is cosy & bright.  And the room you are going to rent has  a nice big bed (180)<br /><br />Södermalm is the biggest island in <br />Stockholm, mostly residential & very trendy now.<br />The apartment is surrounded by some of the best restaurants & bars in Stockholm. <br />Gamla stan (Old town) is within walking distance",0.9920634920634921
707194969337793326,350.0,Skarpnäcks,Private room,1.0,1.0,1,"[""First aid kit"", ""TV"", ""Dishes and silverware"", ""Outdoor dining area"", ""Dedicated workspace"", ""Host greets you"", ""Kitchen"", ""Wifi"", ""BBQ grill"", ""Smoking allowed"", ""Fire pit"", ""Patio or balcony"", ""Smoke alarm"", ""Backyard"", ""Fire extinguisher""]",2,365,0,,18.0922069,59.2973416,Rum near Avicii Arena and Södermalm,"Live the simple life of this peaceful and centrally located home. Room in apartment we share kitchen and bathroom. I have my own room.<br />Wi-Fi, dishwasher, quiet child friendly area with a lot of nature. 5 min away you have City life with shopping, cafe, restaurants,bars, sky views .<br /><br />5 min to Avicii Arena .<br />5 min to Södermalm.<br />9 mins to Stockholm City <br />10 min to Ski Star (Activities & Skis)<br />10 min to Nacka reserve <br /><br />Bicycle available for hire<br />/ Mariah (:",
1140722064177274829,650.0,Östermalms,Entire home/apt,1.0,1.0,2,"[""Washer"", ""Hair dryer"", ""Hangers"", ""Private patio or balcony"", ""Coffee maker: drip coffee maker, Nespresso"", ""Wifi"", ""Iron"", ""Kitchen"", ""Elevator"", ""Freezer"", ""Other stove"", ""Smoke alarm"", ""Outdoor furniture"", ""TV"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Hot water"", ""Clothing storage"", ""Bed linens"", ""Oven"", ""Toaster"", ""Dedicated workspace"", ""Portable fans"", ""Refrigerator"", ""Private entrance"", ""Microwave""]",28,90,1,5.0,18.0567949,59.35276009999999,Studio med utsikt över Stockholm,"Located close to nature yet only minutes away from the city center, this accommodation offers a tranquil and secure environment. Surrounded by three major universities – Karolinska Institute, Stockholm University, and KTH – all within walking distance. As a medical student, I rent out my apartment during the summer when I'm not studying",1.0
35472754,800.0,Enskede-Årsta-Vantörs,Entire home/apt,1.0,1.0,4,"[""Washer"", ""Hair dryer"", ""Hangers"", ""First aid kit"", ""Wine glasses"", ""Lockbox"", ""Single level home"", ""Wifi"", ""Iron"", ""Coffee maker: drip coffee maker"", ""Dining table"", ""Kitchen"", ""Freezer"", ""Coffee"", ""Body soap"", ""Smoke alarm"", ""Fire extinguisher"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Hot water"", ""Room-darkening shades"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Oven"", ""Toaster"", ""Drying rack for clothing"", ""HDTV with Chromecast"", ""Portable fans"", ""Refrigerator"", ""Private entrance"", ""Microwave"", ""Free street parking"", ""Dishwasher"", ""Clothing storage: closet, wardrobe, and dresser"", ""Self check-in"", ""Shower gel""]",2,10,55,4.96,18.04677,59.27984,"Lägenhet i vackra Enskede, nära pendeltåg/metro.","Welcome to our villa in Stockholm. Stay comfortably in our brand new built apartment in our three-story house just south from Stockholm. Private entrance from ground floor, 15 minutes into town with the subway. Access to shared garden in the summer with trampoline for children. <br />The apartment is 40 square with two rooms, a kitchen and a toilet and a shower. Built in 2019 and with exclusive material choices. Two rooms and kitchen a double bedroom and a room with a sofa bed.",1.0
821436325653881547,1800.0,Kungsholmens,Entire home/apt,1.0,1.0,4,"[""Wine glasses"", ""Hangers"", ""Private patio or balcony"", ""Long term stays allowed"", ""Lockbox"", ""Single level home"", ""Electrolux induction stove"", ""Electrolux refrigerator"", ""Electrolux single oven"", ""Cleaning available during stay"", ""Sun loungers"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Freezer"", ""Coffee"", ""Body soap"", ""Smoke alarm"", ""Outdoor furniture"", ""Garnier shampoo"", ""Cleaning products"", ""Garden view"", ""Dishes and silverware"", ""Fast wifi \u2013 314 Mbps"", ""Hot water kettle"", ""Shared backyard \u2013 Not fully fenced"", ""Hot water"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Bed linens"", ""Clothing storage: walk-in closet"", ""Drying rack for clothing"", ""Central heating"", ""Private entrance"", ""Microwave"", ""Paid street parking off premises"", ""Dishwasher"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Garnier conditioner"", ""Shower gel""]",3,1125,45,4.64,18.024998242343592,59.33486312899981,Brand new stylish apartment,"Welcome to our stylish and modern apartment in the heart of Stockholm! Perfectly located in the inner city, this charming fully equipped home offers easy access to public transport, as well as restaurants, shops, bars and the waterfront. This apartment has a bright and airy interior with plenty of natural light from the large windows. With one bedroom offering a large bed and the living room featuring a large sofa that opens into a double bed, this is an ideal spot for couples, friends & family.",0.9629629629629629
870146818483071037,1762.0,Norrmalms,Entire home/apt,1.0,1.0,2,"[""Washer"", ""TV"", ""Dedicated workspace"", ""Paid parking on premises"", ""Kitchen"", ""Wifi"", ""Smoke alarm""]",3,15,0,,18.056812,59.34599829999999,City Center with Stunning Views,"Escape the ordinary and unwind in this cozy, peaceful apartment in Stockholm's vibrant city center.<br />Enjoy breathtaking views from the rooftop, or from the large windows filling the apartment with natural light.<br />Centrally located, you'll find the best of Stockholm at your doorstep. Explore world-class museums, trendy cafes, and charming shops all within walking distance.<br /><br />This is the perfect home base for those seeking a tranquil retreat in the Stockholm city's heart.",
1258028067326728085,550.0,Hägersten-Liljeholmens,Private room,1.0,1.0,1,"[""Washer"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""Wifi"", ""Lock on bedroom door""]",1,365,0,,17.96142,59.29002,Nybyggd delad lägenhet,Newly built shared flat with 2 bedrooms and a bathroom. <br />You have 5 minutes walk to metro or busstion.<br />It takes 20 min to T-centralen by metro<br />You have grocery stores and restaurants with 10 min distance<br />Lidl only 5 minutes walk<br />You have a gym just down<br />Rented out only to women,
1230147826747082216,686.0,Enskede-Årsta-Vantörs,Private room,1.0,1.0,2,"[""First aid kit"", ""Hair dryer"", ""Wine glasses"", ""Private patio or balcony"", ""Host greets you"", ""Wifi"", ""Air conditioning"", ""Marshall sound system with Bluetooth and aux"", ""Radiant heating"", ""Iron"", ""Kitchen"", ""Board games"", ""Coffee maker: Nespresso"", ""Conditioner"", ""Smoke alarm"", ""Outdoor furniture"", ""Fire extinguisher"", ""TV"", ""Dishes and silverware"", ""Hot water kettle"", ""Ethernet connection"", ""Outdoor playground"", ""Hot water"", ""Room-darkening shades"", ""Other induction stove"", ""Shampoo"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Baking sheet"", ""Extra pillows and blankets"", ""Single oven"", ""Toaster"", ""Blender"", ""Books and reading material"", ""Dedicated workspace"", ""Outdoor dining area"", ""Portable fans"", ""Refrigerator"", ""Microwave"", ""Paid street parking off premises"", ""Dishwasher"", ""Shower gel""]",1,5,0,,18.0885339,59.2847142,Rum i pittoreskt hus i Gamla Enskede,"In the heart of Gamla Enskede you will find our home that we will be happy to share with visitors! The room rented is located in our apartment, where the space is shared with us and our two cats; Iris and Bosse. <br /><br />The perfect accommodation for those of you who want to go to a concert, football, etc., as it is only a 15 min walk to Tele2 Arena, Aviccii Arena, Annexet, Hovet, Fållan and much more. Close to the subway that takes you into Central Stockholm in 15 minutes.",
1032264977337795029,232.0,Skärholmens,Private room,1.0,,1,"[""Washer"", ""TV"", ""Kitchen"", ""Wifi""]",1,365,0,,17.901536306075577,59.27960370413062,Uthyres 1 rum fullt möblerad,"For rent 3 rooms and kitchen, located close to city center and subway <br /><br />Fully furnished, quiet area <br /><br />Seeking caring person, with fixed income..until further notice",
53683503,1229.0,Hägersten-Liljeholmens,Entire home/apt,1.0,1.0,2,"[""Hair dryer"", ""Hangers"", ""Essentials"", ""Dishes and silverware"", ""Dedicated workspace"", ""Paid parking on premises"", ""Long term stays allowed"", ""Lockbox"", ""Hot water"", ""Room-darkening shades"", ""Clothing storage"", ""Exercise equipment"", ""Body soap"", ""Self check-in"", ""Bed linens"", ""Radiant heating"", ""Shower gel"", ""Fire extinguisher""]",1,365,5,4.4,18.00036,59.30224,Fräsch lägenhet med balkong,,1.0
1267975273741665341,2311.0,Norrmalms,Entire home/apt,2.0,1.0,6,"[""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Long term stays allowed"", ""Smart lock"", ""Single level home"", ""Wifi"", ""Exterior security cameras on property"", ""Iron"", ""Essentials"", ""Dining table"", ""Housekeeping available from 12:00\u202fPM to 5:00\u202fPM, Monday to Friday - available at extra cost"", ""Kitchen"", ""Elevator"", ""Smoke alarm"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Shampoo"", ""Clothing storage"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Oven"", ""Refrigerator"", ""Private entrance"", ""Microwave"", ""Dishwasher"", ""Self check-in"", ""Noise decibel monitors on property"", ""Shower gel"", ""Coffee maker""]",1,365,2,5.0,18.033,59.34205,Prime Location Apt. with Comfort for 6 Guests,"Just minutes from St. Eriksplan, this bright and stylish apartment offers a chic and comfortable stay. Thoughtfully decorated, it features a fully equipped kitchen for home-cooked meals or the option to explore nearby restaurants.<br /><br />With easy access to bus and metro services, the apartment is perfectly located for exploring the area. Enjoy the convenience of nearby shopping, charming bakeries, and dining options, all within a short walk.",1.0
773899870063926890,180.0,Hässelby-Vällingby,Private room,1.0,1.0,1,"[""Washer"", ""Wine glasses"", ""Hangers"", ""Bathtub"", ""Wifi"", ""Iron"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Freezer"", ""Free dryer \u2013 In building"", ""Smoke alarm"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Hot water"", ""Room-darkening shades"", ""Bed linens"", ""Extra pillows and blankets"", ""Oven"", ""Toaster"", ""Blender"", ""Dedicated workspace"", ""Central heating"", ""Refrigerator"", ""Microwave"", ""Free street parking"", ""Dishwasher"", ""Mosquito net"", ""Electric stove""]",7,365,2,5.0,17.84273,59.36838,"Room-1 for GIRL only,  5 month from 1st of jan.","Room for one GIRL only! non-smoking. <br />Rental period minimum 5 month. <br /><br />Nice apartment with females only.<br /><br />Rent always per full month (not days): <br />5000kr. per month + 700kr. for electricity, water, wifi, heating.<br />First payment 2 month in advance (first +last) + 1000kr. deposit (returnable), then month by month. Here you book/pay 1 week, the rest when you arrive.<br /><br />Location: 4min to Hässelby gård metro.<br /><br />Interested in the room, write:<br />where are you from, age, where going to work/study in Sthlm.",1.0
52086170,2200.0,Södermalms,Entire home/apt,5.0,2.0,7,"[""Washer"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Hangers"", ""Iron"", ""TV"", ""Indoor fireplace"", ""Kitchen"", ""Heating"", ""Dishes and silverware"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Smoke alarm"", ""Dryer""]",5,365,0,,18.07421,59.31669,Fantastic apartment with view of the whole city,,
1197792436932536871,1786.0,Norrmalms,Entire home/apt,1.0,1.0,4,"[""Washer"", ""Wine glasses"", ""Hangers"", ""Bathtub"", ""Wifi"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Freezer"", ""Body soap"", ""Waterfront"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Hot water"", ""Room-darkening shades"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Extra pillows and blankets"", ""Oven"", ""Toaster"", ""Dedicated workspace"", ""Central heating"", ""Refrigerator"", ""Microwave"", ""Paid street parking off premises"", ""Dishwasher"", ""Shared gym nearby"", ""Laundromat nearby"", ""Backyard""]",2,365,21,4.86,18.05794,59.34316,Apartment Luntmakargatan 86A,"In this quiet space at the heart of the city, you'll have a great time.",1.0
801352906398351347,850.0,Hässelby-Vällingby,Entire home/apt,1.0,1.0,3,"[""TV"", ""Pets allowed"", ""Kitchen"", ""Hot water"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Bed linens"", ""Free parking on premises"", ""Central air conditioning""]",3,1125,0,,17.83125,59.366,Fin tvåa hyra ut lugnt område,Relax with the whole family in this peaceful house,
1176111978252488091,1486.0,Södermalms,Entire home/apt,1.0,1.0,4,"[""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Smart lock"", ""Wifi"", ""Iron"", ""Dining table"", ""Kitchen"", ""Freezer"", ""Coffee"", ""Conditioner"", ""Body soap"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Hot water"", ""Room-darkening shades"", ""Shampoo"", ""Clothing storage"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Oven"", ""Refrigerator"", ""Microwave"", ""Dishwasher"", ""Self check-in"", ""Crib"", ""Shower gel"", ""Coffee maker""]",1,365,36,5.0,18.075942701944545,59.314178043948566,Apartment at Södermalm 1-4 people (47 sqm),"Welcome to our charming apartment in the lively Södermalm, Stockholm! Stay in an area brimming with shopping, restaurants, bars, and unique second-hand shops.<br /><br />Enjoy proximity to popular attractions like Fotografiska and Gamla Stan. Our modern apartment offers comfort with a fully equipped kitchen, fast Wi-Fi, and a smart TV.<br /><br />Excellent transport links make it easy to explore all of Stockholm.<br /><br />Perfect for an unforgettable stay!",1.0
1294914346351951316,1000.0,Enskede-Årsta-Vantörs,Entire home/apt,3.0,1.0,4,"[""TV"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""BBQ grill"", ""Smoke alarm"", ""Fire extinguisher""]",1,365,0,,18.09186,59.2767,Trevåningshuset,Forget about everyday worries in this spacious and peaceful space.<br />Close to World Heritage Skogskyrkogården and only a stone's throw from central Stockholm. 500 meters to the subway and many green areas around in this charming part of town with many beautiful old villas.,
1127484772520819226,600.0,Hägersten-Liljeholmens,Entire home/apt,1.0,1.0,2,"[""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Lockbox"", ""Bathtub"", ""Wifi"", ""Iron"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Freezer"", ""Coffee"", ""Body soap"", ""Conditioner"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Hot water"", ""Shampoo"", ""Clothing storage"", ""Cooking basics"", ""Bed linens"", ""Extra pillows and blankets"", ""Oven"", ""Noise decibel monitors on property"", ""Induction stove"", ""Toaster"", ""Blender"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Dedicated workspace"", ""Refrigerator"", ""Private entrance"", ""Microwave"", ""Bread maker"", ""Dishwasher"", ""Self check-in"", ""Crib"", ""Shower gel"", ""Coffee maker""]",2,365,18,4.39,17.99010023762078,59.29252161049578,Sophisticated & Charming Studio,"Newly decorated Studio in in Hägersten a charming district in Stockholm<br /><br />The place has a sleek, modern and functional design and can accommodate 2 guests, ensuring a comfortable and enjoyable stay.<br /><br />Located in the heart of Hägersten, this lovely 1-bedroom apartment offers a blend of traditional and spacious living, and a nice location.<br /><br />Telefonplan metro station and Konstfack art school is a 10 minutes walk from the place.<br /><br />By bus/subway:<br />Stockholm City 10 minutes <br />Stockholm Expo 20 min",0.8
1173694369941365616,2650.0,Södermalms,Entire home/apt,2.0,1.5,4,"[""Washer"", ""TV"", ""First aid kit"", ""Indoor fireplace"", ""Kitchen"", ""Wifi"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Fire extinguisher""]",6,45,0,,18.034960767819456,59.31794687372823,Charming flat in Söder,Have fun with the whole family at this stylish place.,
1099311658940590808,720.0,Skärholmens,Entire home/apt,1.0,1.5,3,"[""Washer"", ""Hair dryer"", ""Hangers"", ""First aid kit"", ""Private patio or balcony"", ""Lake access"", ""Shared backyard"", ""Long term stays allowed"", ""Host greets you"", ""Barbecue utensils"", ""Single level home"", ""Bathtub"", ""Stainless steel oven"", ""Wifi"", ""Luggage dropoff allowed"", ""Free resort access"", ""Window guards"", ""Radiant heating"", ""Sun loungers"", ""Iron"", ""Essentials"", ""Coffee maker: drip coffee maker"", ""Dining table"", ""Kitchen"", ""Dryer \u2013\u00a0In unit"", ""Freezer"", ""Coffee"", ""Conditioner"", ""Body soap"", ""Smoke alarm"", ""TV"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Shared beach access"", ""EV charger"", ""Outdoor playground"", ""Ceiling fan"", ""Hot water"", ""Room-darkening shades"", ""Mini fridge"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Baby safety gates"", ""Bed linens"", ""Cooking basics"", ""Extra pillows and blankets"", ""Toaster"", ""Blender"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Pocket wifi"", ""Paid parking on premises"", ""Bidet"", ""Portable fans"", ""Refrigerator"", ""Microwave"", ""Private entrance"", ""Dishwasher"", ""Hot tub"", ""Paid parking lot off premises"", ""Table corner guards"", ""Laundromat nearby"", ""Shower gel"", ""BBQ grill: charcoal"", ""Electric stove""]",1,365,0,,17.915122876636246,59.28738031387508,"Apartment in Skärholmen, 15 min from Stockholm C.",Keep it simple at this peaceful and centrally-located place.,
676116276223599507,892.0,Enskede-Årsta-Vantörs,Entire home/apt,1.0,1.5,2,"[""First aid kit"", ""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Private patio or balcony"", ""Long term stays allowed"", ""Stainless steel oven"", ""Wifi"", ""Indoor fireplace: wood-burning"", ""Essentials"", ""Coffee maker: drip coffee maker"", ""Dining table"", ""Free washer \u2013 In building"", ""Kitchen"", ""Elevator"", ""Freezer"", ""Coffee"", ""Conditioner"", ""Body soap"", ""Free dryer \u2013 In building"", ""Courtyard view"", ""Smoke alarm"", ""Outdoor furniture"", ""Fire extinguisher"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Shared backyard \u2013 Not fully fenced"", ""Hot water"", ""Room-darkening shades"", ""Shampoo"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Extra pillows and blankets"", ""Baking sheet"", ""Shared sauna"", ""Books and reading material"", ""Dedicated workspace"", ""Outdoor dining area"", ""Central heating"", ""Refrigerator"", ""Private entrance"", ""Microwave"", ""Paid street parking off premises"", ""Dishwasher"", ""Clothing storage: closet, wardrobe, and dresser"", ""Shower gel""]",3,365,15,4.93,18.086837687680067,59.290505778709694,Sunny & modern 40sqm apt in southern Stockholm,"Unwind in this airy and bright apartment after a day of adventure in Stockholm. The accommodation fits 1-2 ppl. Through the large balcony you can oversee Tele2 and Avicii Arena/Globen. <br /><br />The apartment is perfectly positioned. 3 min to the green metro line which takes you to T-central in 15 min. <br /><br />—<br /><br />NB!<br />Please write a few sentences about yourself before booking - age, occupation, home country, and main reason of travelling to Stockholm!",1.0
1172366760759681120,1753.0,Södermalms,Entire home/apt,1.0,1.0,2,"[""Washer"", ""Smeg stainless steel induction stove"", ""Hangers"", ""Wine glasses"", ""Host greets you"", ""Bathtub"", ""Wifi"", ""Cleaning available during stay"", ""Window guards"", ""Iron"", ""Coffee maker: drip coffee maker"", ""Dining table"", ""Bluetooth sound system"", ""Kitchen"", ""Elevator"", ""Freezer"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Waterfront"", ""TV"", ""Hot water"", ""Room-darkening shades"", ""BBQ grill"", ""Smeg stainless steel single oven"", ""Cooking basics"", ""Bed linens"", ""Extra pillows and blankets"", ""Toaster"", ""Blender"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Central heating"", ""Private entrance""]",1,365,0,,18.0329379,59.3177422,Lägenhet i Hornstull,"Newly renovated cozy apartment in the heart of Hornstull. Close to restaurants, the water, night clubs and metro. Apartment facing quiet courtyard.",
41280257,990.0,Södermalms,Entire home/apt,0.0,1.0,2,"[""TV"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Kitchen"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Backyard"", ""Dryer""]",4,10,66,4.89,18.05931,59.31979,Small apartment in central Stockholm,"A small one room apartment/studio (17 m2) on Mariaberget, Stockholm’s equivalent of Paris’ Montmartre, close to Old town. Situated in a house built around 1905 in historical neighborhoods, close to the scenic path where you have a view of central Stockholm. Plenty of restaurants, cafés, boutiques and supermarkets within a few hundred meters. Italian and Japanese restaurants in the house.<br />Kitchen, shower, wc, wifi and a 140 cm bed for 1 or 2 people.<br />Silent. Window against a court yard.",1.0
1228041544639780295,1169.0,Norrmalms,Entire home/apt,1.0,1.0,4,"[""Long term stays allowed"", ""Hangers"", ""Wifi"", ""Iron"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Smoke alarm"", ""Dryer"", ""TV"", ""Cleaning products"", ""Dishes and silverware"", ""Heating"", ""Room-darkening shades"", ""Clothing storage"", ""Bed linens"", ""Stove"", ""Extra pillows and blankets"", ""Refrigerator"", ""Microwave"", ""Coffee maker""]",3,365,0,,18.0562,59.34226,Stay Inn: Top Floor apartment on Sveavägen,"Welcome to Stay In Apartments Stockholm, where historic elegance meets modern luxury. Step into this charming apartment featuring high ceilings, vintage long doors, and elegant wooden floors juxtaposed with contemporary furnishings and a fully renovated kitchen. Experience a unique blend of Scandinavian design in every corner. This apartment features one cozy bed and one comfortable sofa bed, ensuring a delightful stay for up to 4 guests.",
602878438108770178,365.0,Rinkeby-Tensta,Private room,1.0,1.0,1,"[""First aid kit"", ""Iron"", ""Paid parking on premises"", ""Wifi"", ""Fire extinguisher""]",1,65,1,5.0,17.91786,59.41016,Home at V.,"You won’t want to leave this charming, one-of-a-kind place.Close to natur,transport to city 21mins shops & mall. Arlanda AirPort less than half hour.",
43418782,1000.0,Enskede-Årsta-Vantörs,Entire home/apt,1.0,1.0,2,"[""Washer"", ""Hair dryer"", ""TV with standard cable"", ""Dedicated workspace"", ""Paid parking on premises"", ""Kitchen"", ""Heating"", ""Hot water"", ""Wifi"", ""BBQ grill"", ""Body soap"", ""Air conditioning"", ""Smoke alarm"", ""Fire extinguisher""]",2,7,3,5.0,18.03993,59.26474,Newly built modern apartment,Brand new bright top-floor apartment with two bedrooms and a big balcony with sun almost all day. New kitchen and bathroom with everything you need.,
927496844926114419,2459.0,Hässelby-Vällingby,Entire home/apt,3.0,1.5,4,"[""Washer"", ""High chair"", ""Indoor fireplace"", ""Wifi"", ""Children\u2019s bikes"", ""Air conditioning"", ""Exterior security cameras on property"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Outdoor furniture"", ""Fire extinguisher"", ""TV"", ""Dishes and silverware"", ""Outdoor playground"", ""Heating"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""Refrigerator"", ""Backyard"", ""Coffee maker""]",7,365,7,5.0,17.80874,59.3933,Modernt familjehus,"On the edge of Stockholm is this modern house perfect for the family or for the couple. An iron 7th to Viksjö Golfklubb,  close to the forest and water but at the same time close to Stockholm, the house is perfect for covering the summer's various excursions.<br /><br />Note 2 adults and 2 children.",1.0
1166471837417715378,519.0,Enskede-Årsta-Vantörs,Entire home/apt,1.0,1.0,4,"[""Hair dryer"", ""Wine glasses"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Iron"", ""Essentials"", ""Coffee maker: drip coffee maker"", ""Dining table"", ""Kitchen"", ""Freezer"", ""Coffee"", ""Housekeeping - available at extra cost"", ""Body soap"", ""Dishes and silverware"", ""Hot water kettle"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Extra pillows and blankets"", ""Oven"", ""Toaster"", ""Central heating"", ""Refrigerator"", ""Dishwasher"", ""Noise decibel monitors on property""]",1,365,14,4.0,18.01839504844085,59.271983143413976,Modern & Newly furnished 2 RoK,"Welcome to your urban retreat! This newly furnished one-bedroom apartment offers a stylish and comfortable stay for up to four guests.<br /><br />As you step inside, you'll be greeted by a bright and airy space, with two large windows that flood the apartment with natural light.<br /><br />The open-concept design seamlessly combines the living room and kitchen, creating a social and inviting atmosphere. The spacious bedroom features a comfortable 160 cm bed, ensuring a restful night's sleep.",0.6666666666666666
1099862965232449198,1074.0,Norrmalms,Entire home/apt,1.0,1.0,4,"[""Shared backyard"", ""Long term stays allowed"", ""Hangers"", ""Wifi"", ""Iron"", ""Essentials"", ""Dining table"", ""Washer \u2013\u00a0In building"", ""Kitchen"", ""Elevator"", ""Freezer"", ""Smoke alarm"", ""Dryer"", ""TV"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Hot water"", ""Room-darkening shades"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Extra pillows and blankets"", ""Oven"", ""Dedicated workspace"", ""Central heating"", ""Microwave"", ""Dishwasher"", ""Coffee maker""]",3,365,4,4.75,18.055990446032503,59.34335731044597,Stay Inn: Serene Studio Oasis,"Welcome to Stay In Apartments Stockholm, where historic elegance meets modern luxury. Step into this charming apartment featuring high ceilings, vintage long doors, and elegant wooden floors juxtaposed with contemporary furnishings and a fully renovated kitchen. Experience a unique blend of Scandinavian design in every corner. This apartment features one cozy bed and one comfortable sofa bed, ensuring a delightful stay for up to 4 guests.",1.0
