comments,sentiment
"This place is in an amazing location and the host was very pleasant to dwell with. However, the apartment was not very clean in our opinion. Overall it seemed like it needed a deep clean. We arrived and the floors had not been swept or mopped, the hand towels in the bathroom looked like they were recently used, and there was hair and gunk from previous stays. The host did send back someone to clean, but it looks like they only did a quick sweep. There also seemed to be missing blinds/curtains in the living room which made privacy difficult. Other than that, amazing location.",NEGATIVE
"The apartment was dirty, full of hairs on the floor on the apartment and also the toilet. Also, the shower holder was broken. There's a review from another visitor in July stating the same issue so it hasn't been fixed for 3 months. When requested the owner to clean and fix it he said he sent someone to get if cleaned and fixed but it wasn't. After that, the owner stopped replied the messages. No curtains on the second bedroom so the toilet can be seen from the building across the street. Very poor conditions to receive an accommodation for which you paid for. Despite the good location, I wouldn't recommend it.",NEGATIVE
"Unfortunately we were not very satisfied. The location is great, in the middle of the old town. We were rather shocked by the cleanliness. Tufts of hair in the drain, crumbs of chips on the floor, hair and lots of dust on surfaces. Our home isn't spotless either, but that one hasn't even been vacuumed for a while. Living room window urgently needs a curtain, as the company on the ground floor and the neighbor can see in perfectly and can watch you on the way to the bathroom. In addition, the shower rail is broken (everything has already been noted here several times). After complaining about the cleanliness, it was perhaps briefly vacuumed and the chip crumbs were then at least in the other corner of the room.",NEGATIVE
"Everything was perfect, but the communication with the owner wasn't quick.some heatings didn't work",NEGATIVE
"Good location/clean, but all beds are uncomfortable! The double bed is small- top mattress over hangs the lower mattress, so the edges of the bed give way making it impossible for two adults to sleep. The sofa bed is a platform-divided 2/3 by 1/3 with a giant crack--again not comfortable for two. All beds have ill-fitting low quality single sized sheet and 1/2 sized pillow per person. The air mattress---no sheets. Owner said, ""the sofa is more comfortable"" and never delivered requested linens. No curtains in living room to block the bright street lamp outside for sofa sleepers, and oddly the living room also lacks adequate light to read at night. The bathroom didn't have a trash bin, so ladies get comfortable carrying your personal hygiene waste to the kitchen. You pay a cleaning fee, but have to strip the bed and more when leaving--yuck. There is little regard for guest comfort in this apartment. Serious investment needed in furnishings for us to recommend-place could be great",NEGATIVE
"A big one-bedroom apartment in the heart of Stockholm's old town. The apartment looked like the photos, but was a little worse for wear. There were lots of plugs, scratches and holes in the walls, some deteriorating furniture (living room chair and coffee table, plus the tv doesn't work which was disclosed in the description). The kitchen could have used another frying pan but was otherwise well-equipped. Wifi was fast enough to watch Netflix and upload photos from the trip. If you're looking for a safe, extremely well-located apartment in Stockholm, add this to your list. Overall, we had a great stay.",NEGATIVE
"The appartment is beautiful and well located in the Centre of the the old town, but could be so much more. It is not well laid out with certain things missing. Window panes were loose and there were no curtains or shutters in the main living area, which makes the appartment very light in the summer, when the sun comes up very early. The bed is a normal double bed , therefore not very wide. There were a few items missing from the kitchen, which you expect in an appartment. Please also note if you do not like noise , it will be a problem. One is in the centre of the old town!",NEGATIVE
"Beautiful tall ceilings amazing location and decent place overall, but you can tell it’s a rental they don’t care about much. Decor is just meh, glasses all had chips I cut my lip on, beds were uncomfortable and had one pillow, and let me tell you about the bathroom… Hot water took a really long time to come into the sink, not a huge deal it’s in Gamla Stan, but running the sink to get the hot water over flowed the sink onto the floor, as it drained very slowly. The shower made the entire floor wet and the hooks for your towel suck so both towels ended up on the wet floor. Small things add up and could be easily updated if someone who cared lived there.",NEGATIVE
My worst Airbnb experience - without hesitation. Major issues: 1) The bathrooms floor flood after EVERY shower. 2) Half the light bulbs are missing. 3) The half broken GLASS coffee table that’s about to collapse. 4) Being yelled at by the housekeeper at 11:40 when we have a confirmed noon checkout. Minor: 5) Uncomfortable beds. 6) Amplified music down the block till 11pm. 7) No blackout curtains. 8) A total of four small sleeping pillows in apt advertised as 3 beds. 9) No soap in shower. 10) Poor communication btwn guest<>management <>housekeeper I’m in the business and this is a sloppy operation. Go elsewhere. I hope the owner sees this and makes the necessary improvements bc this apt could be EXCELLENT.,NEGATIVE
"I think the previous 2 guests gave pretty accurate reviews of the place already. I wished i could have read those reviews prior to booking as i made the reservation last year. PROS: -location, undeniably centralized and convenient in the middle of historic old town CONS: -SMELLY bedding sheets, blankets, pillows and towels which come in multi-colors camouflaging their soiled conditions. My kids had a reaction of eczema because of it -UNCOMFORTABLE BEDDING, beds in both bedrooms sagged in the middle as soon as you lie down. I had to sleep in the sofa the second night. Bedframe was falling apart and needed to be pushed back in place constantly. -bathroom sink clogged. -shower stall enclosure does not close shut therefore water leaked out all over the floor. Hand held shower head broken. No shower gel nor shampoo for guests. Bathroom door cannot close. -most kitchenware had to be washed prior to use. Counters and tables not so clean and sanitized. -Instructions not readily available or displayed at the premises. I had limited access to international data plan so i had to wait for the wifi password from host -street noise: in summer, windows need to be opened for fresh air, so you could hear ambient noise from the late night activities outside This place could be AWSOME if changes were made. But for what it's worth, I'd rather spend a few extra bucks on Sheraton located not too far away. NOTE: what people say is true: Happy wife happy life. This Airbnb experience was so bad that my wife made me promise to never rent form Airbnb again....",NEGATIVE
"I don’t recommend this apartment, and I rarely write bad reviews. I find that the photos are not representatives of the apartment. The place is not antique, but rather quite old (for ex. the floor is chipped around the fireplaces which make it dangerous). The property is below normal standards. There is mold in the shower, all over the perimeter. The door of the toilet is in a kind of fabric and it is torned and looks like there is mold. There was so much dust next to the heat systems and in the sealing lamp to a point I was scared it would fall on us. The closets are clottered. On our first day of 5 nights, the washing machine wasn’t working. The agency first said they would send the cleaning team to fix it, but it didn’t come. Then they said a technician would pass by the next day. The next day, they said he could finally come only couple of days later, between 8 and 10 am, the day our check out (at 10), like this was a satisfying option! They refund the cost of our laundry service.",NEGATIVE
"The apartment is smaller than it looks in the pictures, especially the bathroom. The hosts sent excessive instructions, they even sent a google doc with several pages that we were asked several times to read thoroughly. In the document there are too many warnings with fines. At the time of checkout we were asked to follow many steps and tasks that weren't clear at the time of reservation. The location is amazing, but we didn't feel comfortable and wouldn't come back.",NEGATIVE
"If you are looking for a decent prized place to sleep for a couple of nights it does it's job and the location is great. But: - The bed was broken with the bedframe not being screwed to the wall, which made the bedside table unusable. - not enough toiletpaper - wifi didn't work and also not the tv - the sewage smell from the toilet more or less made the whole room smell quite bad at all times. - fridge was very loud (43 dB), also during the night.",NEGATIVE
"Quite neat, great location but bathroom had issues and heating was sometimes non-existent. Internet didn't work very well either as it was through the whole building.",NEGATIVE
Elias place was in a good location and easy to get to and from the train station. It was quite cold in the apartment and did not warm up over the two days we were there. The heater is trapped behind the broken headboard and curtains so no heat could get into the room. Wifi only worked in half the apartment and there cleanliness was a 5/10. Elias was friendly and responsive but we were disappointed in the quality of the stay.,NEGATIVE
"Not somewhere I would stay again. The communication was not friendly and more so we felt that we were being looked down on. After booking and paying for the place we were faced with a litany requests for personal information, including our social media profiles. To too this off, the bathroom was a total let down, the toilet , wash basin and shower were all crammed into a small space. A space so small that two people couldn’t fit in there standing. After showering we couldn’t use the toilet or wash basin after, due to everything being wet. We paid for cleaning in a figure of some 48 USD when we booked and yet our instructions on check out was to basically clean the whole place ourselves. The washer and dryer situation was terrible. Dryer doesn’t dry clothes. The laundry room was located underground and was cold. Had to do laundry full dressed ad though i was headed out and even then it was still cold. Overall I would not recommend.",NEGATIVE
"Good place, but don't expect a TV. Elias refused to provide the remote to the TV in the room when we asked for it, so we could not turn the TV on.",NEGATIVE
"The apartment is well-situated, close both to Mariatorget and Slussen station. It takes less than 5 minutes to get to the central station from either of these. The room itself is nice and clean, however the bathroom is a bit annoying. I’d give this airbnb a positive rating, if not the rules the host makes. Some of them are really weird, for example having to send a photo of your ID and a link to your facebook profile, even if you’re already verified on the airbnb app. It seems off and unnecessary.",NEGATIVE
"It‘s just an old hotel turned into an airbnb. From the pipes in the bathroom occured a disgusting smell like rotten eggs, so it made using the toilet/shower/sink extremely unpleasant. Though, the location was great and check in very simple.",NEGATIVE
"The place was okay for the price, but the bathroom had a horrible smell and the host just felt like everything wrong with Airbnb (not someone's home your staying in but a place in some hotel-esque building that someone gets you in and is detached from)",NEGATIVE
"Elias was a very responsive host who provided clear directions for check-in / check-out, however the apartment left something to be desired for the price tag. The apartment had a noticeable and terrible smell, exacerbated by a dirty bathroom. The dryer downstairs does not work, so beware if you need to wash clothes. Finally, prior to my check out time, a maintenance worker opened to the door to my room without my consent, scaring me and leaving a terrible last impression of the place.",NEGATIVE
Overall a nice place to stay. There is a major downside which is charging cleaning fee and asking you to do some cleaning to avoid extra charges. That’s intolerable.,NEGATIVE
I think it needs a new one The exhaust fan is not working in the toilet and the toilet is small so you can't enjoy it well The floor makes noise when you walk on it also you can hear someone when they walk by or pull the The toilet and the bed are very soft I’ve got back pain,NEGATIVE
"Overall reponsive host, good location and really nice elevator. But the toilet is combinated with the Shower and it's not confortable.",NEGATIVE
"Simon's apartment is close to the centre. The apartment looks bigger than in the photos. The labyrinthine basement has a great, big laundry room. Big plus= In the apartment there is a coffee machine. Too soft a bed, which is falling apart in the middle. Simon lives in an apartment all the closets are full of stuff. Even the kitchen cupboards had no room for my food. That's why I felt like an intruder and unwelcome. I believe that Simon will fix it so that the price for accommodation corresponds to what he offers.",NEGATIVE
"We had booked a master room with 2 queen sized beds & upon arrival, received a room with 3 twin sized beds & a roll out bed. Breakfast was to be included which was one of the reasons we booked, but was also not available. The location was nice but was very disappointed when we didn't receive what was booked for.",NEGATIVE
"Overall a good place to stay, the staff was friendly and the room was as described and shown in the pictures. However, there was an unpleasant smell around the bed and some stains on the towels given to me which is why I can't give a 5 star rating.",NEGATIVE
"It was ok place, but I would not like to come here again",NEGATIVE
"Late check-in, early check-out. I arrived during the check-in time 4pm, the room was not cleaned yet. I have to wait outside for another 1 hour and half while the staff is cleaning. In the morning, as soon as I wake-up I was reminded by an email asking me to check-out by 10 am. Towels are supposed to be clean but has smell, not totally fresh.",NEGATIVE
"This Airbnb was in a very convenient location and, for the most part, was as described. Other visitors had mentioned the loud street noise and heat in the summer as inconvenient; however, we did find both of these things quite painful. If you book, I would also advise asking the hosts any questions you have pre-arrival, as we had difficulty getting a response to a question once we had checked in. Overall, for the price, this apartment was adequate, but I wouldn't stay again!",NEGATIVE
"Apatment met description. Apartment was beautiful. As a downside, the host did not answer to our message regarding an urgent matter.",NEGATIVE
"the location and the apartment is great, but the sheets from one of the beds smelled terrible. the host was a bit rude when asking for some extra time to do the check out, not flexible...",NEGATIVE
Very nice place. My only negative feedback is that check in at 4pm is too late and check out at 10am is too early.,NEGATIVE
The place is way too small for five adults. We had to rent another apt that was much much larger and $100 per night cheaper on the day we arrived.,NEGATIVE
"Location is perfect to explore the Old Town. The only good thing. It’s only good for 2 adults and 1 child. Too small for more and cramped. Beds are the worst I’ve had in an AirBnB. Had to sleep sideways to avoid the sloping and the sheets were only over the mattress topper, which was too small. Washing machine leaked and after complaining was told it needs maintenance. Dishwasher didn’t work and no toaster or frypan provided. Three frypans were then brought and none worked with the induction stove. Told the host about this. Not enough storage or hanging space and bathroom is so small, I can’t even describe it. Over head shower was totally useless and the handheld one is anchored at waist level. Overall, not well set up with the basic things or for comfort. Will definately not stay again.",NEGATIVE
"The place was clean and the location was good, full of tourists though. The apartment was very hot and the host never replied us on how to use the air conditioning (it appeard not to be working). The washing mashine leaked water to the floor and nobody came to check the situation, even though we were told so. The beds were also extremely uncomfortable. Overall the place was nice and tidy, but the communication with the host was very poor and they were not helpful at all. I expecially don’t recommend booking during hot summer months.",NEGATIVE
"Beautiful location and tidy apartment. Host was inflexible with check in times despite the apartment being ready, which was frustrating.",NEGATIVE
"We enjoyed our stay in Stockholm in Elias accommodation. It looks exactly like on the pictures so you know what to expect. There were a few things I wasn't too happy about that would have made our stay a 10/10. The worst was unfortunately the mattress. It was soooo soft that we easily sinked half a meter into it. For a 5 night stay it got definitely more and more uncomfortable with every night. Would recommend to switch it to a medium soft mattress. Furthermore there was no kettle and no coffee even though there was a coffee machine. I find it quite unhandy to buy a new pack of coffee for 4 days. Also there were no recommendations for activities or restaurants written down, which if often to find in airbnbs. The flat was clean and everything else was there, so besides the things I said we didn't miss anything. The area is good located with a bunch of cafes and restaurants around. Would recommend but only for a shorter stay.",NEGATIVE
Digital keys have risks associated with their use and ours in effect checked us out more than 1 hour early and we could not get in to get our bags after going out for coffee. We had a train to catch and no way of getting in. Elias communication was typically good but when I needed rapid response it was slow to come and hence stressful,NEGATIVE
The flat was big and the living room and kitchen were very nice but the absence of any blinds upstairs in the bedroom was a real problem and also the bathroom is more a toilet with a shower than a real bathroom. Given the pictures and size of the flat I wasn’t expecting such a small bathroom - too small for 4 people.,NEGATIVE
"We liked the interior layout, furniture and excellent condition of the place. We still wonder why some of our questions remained unanswered, such as our request for an additional mattress. One of the six guests did not have a mattress on her bed base and we have yet to understand why. The kitchen is still poorly equipped, despite feedback from earlier guests. For example, it lacks a large bowl for salads. The contrast between the large number of glasses and the limited cutlery for six is striking. That said, we have very much appreciated the additional equipment our host provided, such as the large frying pan. That was very kind from our host.",NEGATIVE
"The localisation and the appartement itself was great. However when renting a flat early December you expect to have a good heating, that was not the case: no heating and long delays when messaging the host. They sent a handyman however the problem wasn't solved. We slept in great but a cold appartement...",NEGATIVE
"The location is good . The house is in three floor. After that , you still have to go up one floor inside the house to get to living area. The stairs are very narrow. It is very difficult to carry luggages upstairs. The heating system is not good enough that we have to wear the coat to keep warm. Also, the induction hub is not working . We told the owner these problems and did not get helpful solution. Besides, the taxi can not drive near the house to pick us up so we have to carry heavy luggage on the rocky road to Gamla Stan metro to take taxi.",NEGATIVE
"Unfortunately we were NOT at all satisfied with our visit. The flat is nice and situated perfectly in the city centre, but the price reflects that - that is what you pay for. We had the same unpleasant experience as other people here already wrote. When we got to the appartment, the heating in the upper part was not at all working (with -10° outside, this was very uncomfortable). We wrote Sofia all about it, asked for advice or assistance with the heating, provided her with photos plus a description of error signs on non-working thermostats. She responded quickly, but only in Swedish, not providing us with any solution, only saying everything is as it should be. I am not sure she understood the issue propperly when we wrote in English (although English is stated here as a language she speaks). Additionally, we had to buy our own toilet paper, because we almost instantly ran out. I wrote Sofia about this issue too, but she went on radio silence, not responding any more. Do not recommend",NEGATIVE
Came back from dinner to realised the attic rooms heater are not working well with error message showing and water heater is not working despite waiting since check in. Texted host at 6:03pm and no further help was given till we got help from Airbnb support to contact them. Water heater issue was resolved around 9:15pm when host replied but everyone had gone to bed without a shower due to exhaustion from the earlier flight.,NEGATIVE
"I definitely wouldn't recommend staying here if you're sensitive to the cold! I came here with my family for my mum's birthday. The apartment has a good size and a good location, but it was very very cold. We had to layer up to sleep and were still freezing. Elias quickly replied to our messages, but his answers were standard replies and not very helpful. Otherwise the flat was very clean and had most of what you'd expect from the listing. When we needed extra information, for example where to store our luggage before checkin, Elias was very helpful. They do ask you to strip the beds, bring together the trash, and gather all towels before checkout, so keep this in mind when planning your time. Also, they asked for a lot of extra identification (IDs and social media), which shouldn't be necessary considering airbnbs identification verification.",NEGATIVE
Probably the best location outside of the city. Train right next door. Safe streets. Grocery store close by. Only downside is there needs to be instructions on how to work the washer/dryer and oven/stove. As an American I had no idea what the buttons meant and even my Swedish friends were lost. The dryer options are only 2 buttons and doesn’t give you option to customize time to shorten it. Only lets you add more time. Other than this is I’d provide paper towels but was told paper towels aren’t used in Sweden. Rags are. Despite these two things I HIGHLY RECOMMEND THIS SPOT,NEGATIVE
"The apartment was nice, and the bed was comfortable. It was quiet, which I appreciated. However, some things felt unnecessary, like the vacuum cleaner and the oven. For short stays, a hairdryer and a microwave would be more useful. I also couldn’t find a frying pan, only a small pot. Cleanliness was an issue, with strange stains on the walls and a lot of dust. The shower drain was clogged, but they fixed it. The sink remained blocked, and the washing machine had an unpleasant smell. The toilet sometimes kept running after flushing. There was also a smell of trash in the building, possibly due to the garbage chute, but thankfully, it didn’t affect the apartment itself. Despite another cleaning, the stains on the wall remained.",NEGATIVE
Apartment was super dirty when we arrived. Had to go out and walk around for three hours until we could access it. On the day of checkout a man came knocking 5 minutes after the checkout time and refused to wait and just walked in among our things as we were packing our last things. Ok apartment in good location. Cigarette smell on arrival.,NEGATIVE
This wasn't a good experience for me. The place wasn't stocked. The bed sheets didn't smell clean. The shower drain smelt. Guys working on building with loud drills at 7am. Good location.,NEGATIVE
"We stayed for 3 nights. The instructions to find the apartment were clear, we had a little bit of trouble finding the right door (very small apartment numbers on the top corner of the door). The apartment was clean, but is very old. Especially the bathroom. Everything was neat and the bed was good. The only thing we didn’t like was that we had to keep the sofa in sleeping bed position and so we had to sit on the mattress without cover, that didn’t feel nice and the sofa looked a bit dirty. The location is very very good, near metro station and bus stop. There are nice restaurants en cute shops nearby. The kitchen is not fully equipped, we missed a kettle. But we managed to cook there for 2 nights. Overall quite a good stay, but a little bit on the pricey side for what you get. I think with little adjustments the apartment would look nicer! For a short stay, it is fine.",NEGATIVE
"An uncomfortable experience which left us feeling exploited. Don’t go there. Two reasons why not: 1. The photos and description of this flat do not give an accurate impression of it. In reality, it is shabby, cold, and minimally equipped. There are hardly any kitchen utensils, no microwave, one lumpy pillow per person, a stained rug, chipped paintwork…etc. 2. Fredrik was not helpful either. When I mailed him during the week to say we were cold, he sent his ‘driver’ with an extra duvet. Apparently, it was impossible to adjust the heating. When I couldn’t find the other half of the stick mixer, he wrote ‘it should be somewhere in the kitchen’. It wasn’t.",NEGATIVE
"For a first time using airbnb, I was pleasantly surprised. However, the house is not super isolated from the cold. The heaters in the house provide warm, if you use warm clothes you will be fine. My big problem was that the heater in the bedroom was not working, and, although the host had a small radiator in the room, I felt extremely cold. The host provided 2 duvets that were very warm and allowed me to sleep comfortably, but leaving the bed was not pleasant. I also noticed that the matress and pillows were clearly used by a lot of people with stains and yellow color. On the plus side, the hosts provides cleaned and ironed bed linen and towels (face, body) and a mat for the bathroom. The kitchen has every essencials (salt, pepper, pans, cleaning supplies), the living room is very comfortable, with a blanket and 2 couches. There is no tv. It is very central, with transports. The host is helpful. Overall, if you stay for a few days this is a good house to stay in!",NEGATIVE
"Very bright and fresh apartment in the upper floor. I wish anyway my host had not ask me for my private social network account (and the one of my friends) several times before arrival, we found that a bit intrusive, and this created an incomfortable situation as we were afraid the reservation was going to be cancel because we refuse to give them.",NEGATIVE
"Clear instructions about directions and check in, clean place. Unfortunately it is above a restaurant/bar or two and was super loud until midnight or so. Not bad for the location, but bring earplugs!",NEGATIVE
Nice and cozy place. Enjoyed the stay. The airbnb is easy to find and located right besides a bar. Unfortunately the bar staff was pretty loud every morning as they trashed the rubbish and sorted in new deliveries - the windows are very thin. William told me that this is not allowed and shouldn't happen. I would still recommend the place.,NEGATIVE
"The location of the house was great. The owner responded quickly. But the house was much smaller than we expected and it does not have suitable accommodation for 4 people. The bed in the living room is very uncomfortable, I injured my shoulder the night we slept. The shower was ridiculous. The house always smelled bad, I think it was because of the restaurants downstairs. The price was expensive compared to our previous experiences.",NEGATIVE
"the host was very kind and she answers quickly. the location is quiet and near bus and underground stations and also near the city center. if i'd to say something, it's a basement, so it's not very enlighted, not suitable for elderly people and for the ones with motor disabilities, due to its entrance.",NEGATIVE
"Pictures aren't representative - the flat is extremely dark even on a bright and sunny morning, and there is no ventilation and no open windows, not unless you leave the front door open. The front door is extremely finicky and bothersome to lock, and the bathroom effectively floods completely when you shower because the curtain does not extend to the floor. The flat also does not appear to actually be anyone's house, but a commercial rental. Communication with the hosts was easy and they were helpful but also clearly employees, so there is absolutely reason to not hold the flat to a higher standard.",NEGATIVE
"Very clean and well located appartement. The sofa bed is not comfortable enough, only the double bed can be used.",NEGATIVE
"The apartment is in a very nice location, however is not suited for a longer stay. As there is no proper kitchen and the rooms are cery dark as it is underground. We had some problems checking in as the key was not accessible and had to wait long in the cold to get help. This was a pitty.",NEGATIVE
"We were most uneasy regarding the exit facilities in case of a fire. Only escape was the front door. There was one other door marked ´escape door’. However, it was firmly padlocked, The windows were unreachable as the flat was not ground floor as advertised but lower ground floor. The bathroom floor flooded with each shower and took a few hours to dry, hence leaving us without toilet access for a considerable time - unless we walked in barefoot. Regards, Inger FC",NEGATIVE
"Nice basement apartment and comfortable, well located in Stockholm City. Getting into it is probably the most difficult issue because you have to take downstairs which does not have any railings to help going in or out. In our experience, we did not have a kind response from the co-host who contact us. Coffee maker machine didn't work, cleaning implements and supplies were absent and we request for them with no positive response. The bathroom door doesn't shut because it is very old and the lock is also broken. So we have to managed to close it with a chair. There is no kitchen nor place to heat up some milk or make a quick soup. It is supposed to be a kitchenette but it isn't. I only a sink, a microwave, an electric kettle and a hotel fridge very small. And that's it. On the other hand, the place is nice, no windows but a great TV set and comfortable couch.",NEGATIVE
"Great location, lower ground floor flat that offers good accommodation for a short stay in Stockholm. However slightly disappointed by sofabed in need of replacement and bathroom that floods with every shower as drain is not placed at the lowest point. Doesn’t prevent a good stay but should be known before booking.",NEGATIVE
Needs refurbishment in the bathroom. The cleaning was poor,NEGATIVE
"It was so bad that I got refunded by airbnb. I left after my first night because the place is unsafe. The apartment pictures have been photoshopped with light and clouds and even if the entrance is on the ground floor, you have to open metallic curtains and struggle your way down to the basement with obviously no light. In case of problem you can't exit the apartment and the emergency exit is locked. The place itself looked dirty, there was hair in the clean bedsheets, and water inside the kitchen cabinet plates and bowls. Can't tell if it's from cleaning of humidity. Prior to my arrival, I wrote to the host several times to tell them that airbnb was automatically translating the messages and the instructions to get in were not clear. They copy pasted me 3 times the same message - unclear then. After 45 minutes inside the courtyard where I got the keys, (host was obviously not answering even if I mentioned it wasnt clear) that neighbors came to help and took me to the basement.",NEGATIVE
Host asked some weird ass questions,NEGATIVE
"The apartment was very well located, but in a very old building where you can hear the neighbours. The so-called rule to keep it quiet after 10PM is bullshit because the whole building is partying during the night. There are very few amenities provided, I was given only 1 set of towel (hand and body towels) for a 9 days-stay.",NEGATIVE
"This was unfortunately the most over priced room we have ever stayed in. This space was barely suitable to fit even one person, let alone two. There was a bad smell as soon as we walked in. The pillows that the host gave us were worse than airplane pillows and the extra pillows had white stains on them. When we asked for additional pillows, the request was rejected. There was not a real mattress, it was just a thin mattress pad and the bed was indented. To get into the bathroom, you need to walk sideways and the bathroom door was broken. We understand that pricing changes with demand, but what we paid for this was ridiculous. Very disappointing stay.",NEGATIVE
"very small; I do understand that everything in that part of the city is very small. But this is a bad place; I would have stayed there if I had known. The toilet stuck literally the sewers because they made a hole for the sink to go into the shower drain; I had to sit on the toilet to use the shower. The kitchen was too small; it was impossible to cook there. The stove fan blew air into the apartment, so the smell of your food lingered forever. The worst ever, there was no Wi-Fi included, and I had to pay a high price for minimal internet access Pros: Good location Very bright Easy check-in Good, useful instructions Very clean Cons: Awkward bathroom layout Kitchen too small to cook in Useless stove fan circulated No wifi",NEGATIVE
"Aside from the mold smell in the bathroom, the property is fine. The thing that bothers me about this listing is instead the fact that the host poses as an individual and tries to make you feel like this is “his home” when this is clearly a business with a stock photo of “Elias” (you can reverse image search to see the photo used all over the internet) It’s also a bit frustrating that they are a bit annoying with their threats - there is supposedly a “decibel monitor” hidden somewhere in the apartment to monitor noise, and if you are too loud, a security team will be deployed at your expense. Just nonsense. It’s mentioned in the ad, but our room did not match the photos, which is just comes off to me as lazy, especially for a property management company. Again - the apartment was okay, I was just left with a bad taste in my mouth after a disingenuous customer experience.",NEGATIVE
"The apartment was clean but quite small, particularly the bathroom. The elevator is located directly opposite the apartment, which can be noisy at night and in the morning. Not recommended for light sleepers.",NEGATIVE
"Good location, and nice place for the price. However, the WiFi was extremely slow. And the pan provided does not work with stove. Unfortunately, after raising these issues during our stay, the host did not provide a solution.",NEGATIVE
"ACHTUNG! ATTENTION! It's a scam! Don't book it! She tried to scam people before,that's why she was kicked out of the appartment. It's now rented to a total other person. I also reported it to AirB&B. Sad that the offer is still online!",NEGATIVE
"Really strange experience - I didnt have any issues with the hosts during the stay and found the apartment pleasant however afterwards I received a notification from Airbnb that the hosts are claiming I damaged the property by dying my hair in the shower (I dont even dye my hair) which left black marks on the tiles - something which clearly shown in the photos is black mould. They are now demanding I pay £700 to repair the property which is ridiculous. They also complained that the cleaning wasnt good enough however there was no bin in the kitchen or instructions where to dispose of the trash so I left two bags of trash behind which they found outrageous, and I quote ”they found face masks, fake eyelashes and contact lenses when cleaning”. Also commenting that I left an ”unusual amount of trash for one person” which is strange as its none of their concern. I stayed in various airbnbs throughout my years and I can admit I dont do a deep clean but do a rough tidy of the space when I leave. I would suggest that they charge a cleaning charge if it really bothers them to do a basic clean up after their guests. If they would simply ask for a cleaning charge I would have accepted that however to claim that I damaged the property with hair dye when I dont even dye my hair and its clearly black mould/something else is false claims.",NEGATIVE
It was fine but there’s an ant problem,NEGATIVE
"Smaller than I expected, not clean, there was a door that connected the room to another apartment, it was locked, but was weird... overall didn't like it much.",NEGATIVE
This apartment is very cold with windows that don’t close well enough to keep you warm and without an option for heat. There’s no proper fire for cocking. We definitely didn’t enjoy our stay there.,NEGATIVE
"The apartment is old but the location is good, refrigerator and the floor is very noisy, washing room is small and lack of fresh air. The landlord asked lots of private info to ""prove me and my friends are good enough"" but he did not share any personal info of himself, which is very unreasonable since he has no way to judge people by gender, career, or race?",NEGATIVE
"This place is a great stay for two people for a few days. We faced some problems with the heating and the extra linen for the third person. There is a door in the bedroom that was closed shut and we thought we shouldn’t open. When the cleaning lady came, she opened it only for us to find an extra comforter and electric heaters there. The host didn’t inform us of this door. Also the neighbours were pretty loud at night and early in the morning, which disrupted our sleep. Apart from this subtle difficulty, the place is very cute, clean and the check in and out was very easy for us.",NEGATIVE
"Overall average place. Instructions to find key weren’t the clearest as there’s several lockboxes outside the building and once inside it wasn’t any clearer as we had to go through a set of doors with no signs on where to go. Kitchen was not very practical as the oven looks like it’s seen better days, cupboards as well. Bathroom was miniature. No other mirror to see before going out and real lack of amenities",NEGATIVE
A clean and functional apartment in a nice and quiet neighborhood near the subway station. The only thing I didn't really like was that it is very white (except for the wooden floor) and lacks decoration which would make it feel less sterile and match the vibe of the city.,NEGATIVE
I was very dissatisfied and contacting the host showed how disinterested he was to help. I advise staying somewhere else if possible.,NEGATIVE
"I didn't enjoy my stay and cannot recommend it because: 1. Radiators in the apartment were constantly cold (not even slightly warm) and Host couldn't solve it. The temperature on the street was -3 and mostly windy and it was cold in the apartment especially at night The provided blanket was for summer period. There was no extra blanket sheet cover for the warmer blanket which I found in the closet to heat myself 2. Not possible to open the window to get the fresh air 3. Stains: on the kitchen chairs, on the door to bathroom 4. Lamp on the bed table didn't work 5. Feeling that you are chatting with bot - continues standard messages, where you need to repeat several times smth. Host asked to leave ""5 stars"" after I complained for radiators - he didn't ask if it become better, etc - so, it was just 'a typical' message I think Host should pay more attention to the apartment and to communication to the guests",NEGATIVE
"The water heater is not consistent, sometime it’s hot and sometime it’s cold. There isn’t any lift, it might be slightly difficult for people with huge luggages. The heat radiator isn’t hot even though we have max it. And it has loud noise for hours. But, the host is responsive in replying us and willing to get a maintenance guy to look at it.",NEGATIVE
A bit rough in the bathroom,NEGATIVE
"The place had a sewage smell when I arrived. It was recommended that I let the shower run for 15 minutes to get rid of the smell. The smell lingered for days, but it eventually subsided. All the other stuff Olaf took care of once it was reported like no battery in Apple remote and bath room light flickering. It just took time. It was sewage smell that caused me to lower rating. It was horrible.",NEGATIVE
"Small, cosy and quiet apartment ideal for 1-2 people though the bed was quite small for 2 people. Short walk to public transport and a 30 min walk into Old Town (Gamla Stan). Lots of restaurants and pubs in vibrant SOFO close by. Only disappointment was the lack of blackout shades / curtains which isn’t ideal for light sleepers like myself.",NEGATIVE
